title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_material,field_material_short_description,field_finish,field_spring_type,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_thickness_build_spec_in,field_thickness_in,field_thickness_mm,field_thickness_cm,field_thickness_tol_build_spe_in,field_thickness_tolerance_in,field_thickness_tolerance_mm,field_thickness_tolerance_cm,field_cal_load_flat_bld_spc_in,field_calculated_load_at_flat_lb,field_calculated_load_at_flat_n,field_calculated_load_at_flat_kg,field_calculated_load_at_flat_gm,field_free_height_build_spec_in,field_free_height_in,field_free_height_mm,field_free_height_cm,field_free_height_tol_bld_in,field_free_height_tolerance_in,field_free_height_tolerance_mm,field_free_height_tolerance_cm,field_bolt_size_imperial,field_bolt_size_metric,field_weight_per_item_lb
625-127-1875,625-127-1875,6251271875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.875,1.875,47.63,4.763,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.127,0.127,3.23,0.323,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,2896.6,2896.6,12884.7,1313.9,1313897.8,0.158,0.158,4.01,0.401,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,5/8,M15,0.092888
625-140-1625,625-140-1625,6251401625,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.625,1.625,41.28,4.128,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.14,0.14,3.56,0.356,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,4762.9,4762.9,21186.4,2160.5,2160451.4,0.168,0.168,4.27,0.427,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,5/8,M15,0.073725
656-085-1625,656-085-1625,6560851625,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.625,1.625,41.28,4.128,Maximum,Maximum,Maximum,Maximum,0.656,0.656,16.66,1.666,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.656,0.656,16.66,1.666,Minimum,Minimum,Minimum,Minimum,0.085,0.085,2.16,0.216,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,769.8,769.8,3424.2,349.2,349181.3,0.105,0.105,2.67,0.267,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,21/32,M16,0.043972
656-098-1312,656-098-1312,6560981312,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.312,1.312,33.32,3.332,Maximum,Maximum,Maximum,Maximum,0.656,0.656,16.66,1.666,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.656,0.656,16.66,1.666,Minimum,Minimum,Minimum,Minimum,0.098,0.098,2.49,0.249,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,2753.9,2753.9,12250,1249.2,1249169,0.126,0.126,3.2,0.32,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,21/32,M16,0.029612
656-140-1750,656-140-1750,6561401750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.75,1.75,44.45,4.445,Maximum,Maximum,Maximum,Maximum,0.656,0.656,16.66,1.666,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.656,0.656,16.66,1.666,Minimum,Minimum,Minimum,Minimum,0.14,0.14,3.56,0.356,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,6275.9,6275.9,27916.6,2846.7,2846748.2,0.183,0.183,4.65,0.465,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,21/32,M16,0.086248
656-150-2000,656-150-2000,6561502000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,2,2,50.8,5.08,Maximum,Maximum,Maximum,Maximum,0.656,0.656,16.66,1.666,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.656,0.656,16.66,1.666,Minimum,Minimum,Minimum,Minimum,0.15,0.15,3.81,0.381,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,7567.2,7567.2,33660.6,3432.5,3432481.9,0.206,0.206,5.23,0.523,+/-0.015,+/-0.015,+/-0.381,+/-0.0381,21/32,M16,0.125321
692-044-1375,692-044-1375,6920441375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.688,0.688,17.48,1.748,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.692,0.692,17.58,1.758,Minimum,Minimum,Minimum,Minimum,0.044,0.044,1.12,0.112,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,357.9,357.9,1592,162.3,162343.4,0.088,0.088,2.24,0.224,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,11/16,M17,0.014539
692-067-1375,692-067-1375,6920671375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.688,0.688,17.48,1.748,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.692,0.692,17.58,1.758,Minimum,Minimum,Minimum,Minimum,0.067,0.067,1.7,0.17,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,976.5,976.5,4343.7,442.9,442940.4,0.101,0.101,2.57,0.257,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,11/16,M17,0.022138
692-125-2000,692-125-2000,6921252000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,2,2,50.8,5.08,Maximum,Maximum,Maximum,Maximum,0.688,0.688,17.48,1.748,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.692,0.692,17.58,1.758,Minimum,Minimum,Minimum,Minimum,0.125,0.125,3.18,0.318,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,2829.8,2829.8,12587.6,1283.6,1283597.3,0.161,0.161,4.09,0.409,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,11/16,M17,0.103015
692-140-1375,692-140-1375,6921401375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.688,0.688,17.48,1.748,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.692,0.692,17.58,1.758,Minimum,Minimum,Minimum,Minimum,0.14,0.14,3.56,0.356,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,13101.7,13101.7,58279.3,5942.9,5942931.1,0.19,0.19,4.83,0.483,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,11/16,M17,0.046259
692-156-1250,692-156-1250,6921561250,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.25,1.25,31.75,3.175,Maximum,Maximum,Maximum,Maximum,0.688,0.688,17.48,1.748,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.692,0.692,17.58,1.758,Minimum,Minimum,Minimum,Minimum,0.156,0.156,3.96,0.396,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,7951.8,7951.8,35371.4,3606.9,3606936.5,0.173,0.173,4.39,0.439,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,11/16,M17,0.039565
692-187-2375,692-187-2375,6921872375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,2.375,2.375,60.33,6.033,Maximum,Maximum,Maximum,Maximum,0.688,0.688,17.48,1.748,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.692,0.692,17.58,1.758,Minimum,Minimum,Minimum,Minimum,0.187,0.187,4.75,0.475,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,7388.1,7388.1,32863.9,3351.2,3351242.2,0.227,0.227,5.77,0.577,+/-0.015,+/-0.015,+/-0.381,+/-0.0381,11/16,M17,0.225915
750-040-1500,750-040-1500,7500401500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.04,0.04,1.02,0.102,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,143.264,143.3,637.3,65,64984.6,0.068,0.068,1.73,0.173,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/4,M18,0.015798
750-045-1500,750-045-1500,7500451500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.045,0.045,1.14,0.114,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,349.686,349.7,1555.5,158.6,158617.6,0.093,0.093,2.36,0.236,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,3/4,M18,0.017773
750-060-1500,750-060-1500,7500601500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.06,0.06,1.52,0.152,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,811.6,811.6,3610.2,368.1,368141.8,0.107,0.107,2.72,0.272,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,3/4,M18,0.023697
750-068-2250,750-068-2250,7500682250,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,2.25,2.25,57.15,5.715,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.068,0.068,1.73,0.173,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,687.3,687.3,3057.3,311.8,311759.3,0.137,0.137,3.48,0.348,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,3/4,M18,0.071619
750-072-1500,750-072-1500,7500721500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.072,0.072,1.83,0.183,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1104.1,1104.1,4911.3,500.8,500819.8,0.109,0.109,2.77,0.277,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,3/4,M18,0.028437
750-107-1500,750-107-1500,7501071500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.107,0.107,2.72,0.272,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,2644.3,2644.3,11762.4,1199.5,1199454.5,0.134,0.134,3.4,0.34,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,3/4,M18,0.04226
750-125-1500,750-125-1500,7501251500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.125,0.125,3.18,0.318,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,5465.1,5465.1,24310,2479,2478969.4,0.16,0.16,4.06,0.406,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,3/4,M18,0.04937
750-150-2000,750-150-2000,7501502000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,2,2,50.8,5.08,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.15,0.15,3.81,0.381,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,7284.8,7284.8,32404.4,3304.4,3304385.3,0.203,0.203,5.16,0.516,+/-0.015,+/-0.015,+/-0.381,+/-0.0381,3/4,M18,0.120681
750-150-2250,750-150-2250,7501502250,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,2.25,2.25,57.15,5.715,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.15,0.15,3.81,0.381,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,4062.7,4062.7,18071.8,1842.8,1842840.7,0.188,0.188,4.78,0.478,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,3/4,M18,0.157983
875-057-1750,875-057-1750,8750571750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.75,1.75,44.45,4.445,Maximum,Maximum,Maximum,Maximum,0.875,0.875,22.23,2.223,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.875,0.875,22.23,2.223,Minimum,Minimum,Minimum,Minimum,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,620.019,620,2758,281.2,281240.6,0.114,0.114,2.9,0.29,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,7/8,M22,0.030642
875-085-1750,875-085-1750,8750851750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.75,1.75,44.45,4.445,Maximum,Maximum,Maximum,Maximum,0.875,0.875,22.23,2.223,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.875,0.875,22.23,2.223,Minimum,Minimum,Minimum,Minimum,0.085,0.085,2.16,0.216,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1551.1,1551.1,6899.6,703.6,703579,0.128,0.128,3.25,0.325,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,7/8,M22,0.045694
875-131-1750,875-131-1750,8751311750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.75,1.75,44.45,4.445,Maximum,Maximum,Maximum,Maximum,0.875,0.875,22.23,2.223,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.875,0.875,22.23,2.223,Minimum,Minimum,Minimum,Minimum,0.131,0.131,3.33,0.333,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,4753.6,4753.6,21145.1,2156.2,2156233,0.167,0.167,4.24,0.424,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,7/8,M22,0.070423
875-150-2000,875-150-2000,8751502000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,2,2,50.8,5.08,Maximum,Maximum,Maximum,Maximum,0.875,0.875,22.23,2.223,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.875,0.875,22.23,2.223,Minimum,Minimum,Minimum,Minimum,0.15,0.15,3.81,0.381,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,6865,6865,30537,3114,3113964,0.198,0.198,5.03,0.503,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,7/8,M22,0.11355
