title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 051E 01 S,LC 051E 01 S,LC051E01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,106.4,106.4,18.634,186.34,1.9001,19.001,1900.09,19000.9,10.64,10.64,1.8634,18.634,0.19001,1.9001,190.009,1900.09,0.246,0.246,6.25,0.625,0.051,0.051,1.3,0.13,Stainless Steel,SS,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,2.6938,2.6938,Reference,Reference,4.69,4.69,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0028336
LC 051E 01 S316,LC 051E 01 S316,LC051E01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,106.4,106.4,18.634,186.34,1.9001,19.001,1900.09,19000.9,10.64,10.64,1.8634,18.634,0.19001,1.9001,190.009,1900.09,0.246,0.246,6.25,0.625,0.051,0.051,1.3,0.13,Stainless Steel Type 316,SS316,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,2.6938,2.6938,Reference,Reference,4.69,4.69,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0028336
LC 051E 02 M,LC 051E 02 M,LC051E02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,107.8,107.8,18.879,188.79,1.9251,19.251,1925.09,19250.9,10.78,10.78,1.8879,18.879,0.19251,1.9251,192.509,1925.09,0.272,0.272,6.91,0.691,0.051,0.051,1.3,0.13,Music Wire,MW,25.5,25.5,113.43,11.567,11566.8,Squared and Ground,Factory Option,3.1906,3.1906,Reference,Reference,5.19,5.19,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.003075
LC 051E 02 S,LC 051E 02 S,LC051E02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,89.8,89.8,15.727,157.27,1.6036,16.036,1603.65,16036.5,8.98,8.98,1.5727,15.727,0.16036,1.6036,160.365,1603.65,0.272,0.272,6.91,0.691,0.051,0.051,1.3,0.13,Stainless Steel,SS,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,3.1918,3.1918,Reference,Reference,5.19,5.19,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0031342
LC 051E 02 S316,LC 051E 02 S316,LC051E02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,89.8,89.8,15.727,157.27,1.6036,16.036,1603.65,16036.5,8.98,8.98,1.5727,15.727,0.16036,1.6036,160.365,1603.65,0.272,0.272,6.91,0.691,0.051,0.051,1.3,0.13,Stainless Steel Type 316,SS316,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,3.1918,3.1918,Reference,Reference,5.19,5.19,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0031342
LC 051E 03 M,LC 051E 03 M,LC051E03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,93.3,93.3,16.34,163.4,1.6662,16.662,1666.15,16661.5,9.33,9.33,1.634,16.34,0.16662,1.6662,166.615,1666.15,0.298,0.298,7.57,0.757,0.051,0.051,1.3,0.13,Music Wire,MW,25.5,25.5,113.43,11.567,11566.8,Squared and Ground,Factory Option,3.6865,3.6865,Reference,Reference,5.69,5.69,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0033687
LC 051E 03 S,LC 051E 03 S,LC051E03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,77.7,77.7,13.608,136.08,1.3876,13.876,1387.57,13875.7,7.77,7.77,1.3608,13.608,0.13876,1.3876,138.757,1387.57,0.298,0.298,7.57,0.757,0.051,0.051,1.3,0.13,Stainless Steel,SS,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,3.6888,3.6888,Reference,Reference,5.69,5.69,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0034343
LC 051E 03 S316,LC 051E 03 S316,LC051E03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,77.7,77.7,13.608,136.08,1.3876,13.876,1387.57,13875.7,7.77,7.77,1.3608,13.608,0.13876,1.3876,138.757,1387.57,0.298,0.298,7.57,0.757,0.051,0.051,1.3,0.13,Stainless Steel Type 316,SS316,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,3.6888,3.6888,Reference,Reference,5.69,5.69,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0034343
LC 051E 04 M,LC 051E 04 M,LC051E04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,82.1,82.1,14.378,143.78,1.4661,14.661,1466.14,14661.4,8.21,8.21,1.4378,14.378,0.14661,1.4661,146.614,1466.14,0.325,0.325,8.26,0.826,0.051,0.051,1.3,0.13,Music Wire,MW,25.5,25.5,113.43,11.567,11566.8,Squared and Ground,Factory Option,4.1894,4.1894,Reference,Reference,6.19,6.19,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0036666
LC 051E 04 S,LC 051E 04 S,LC051E04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,68.3,68.3,11.962,119.62,1.2197,12.197,1219.7,12197,6.83,6.83,1.1962,11.962,0.12197,1.2197,121.97,1219.7,0.325,0.325,8.26,0.826,0.051,0.051,1.3,0.13,Stainless Steel,SS,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,4.1965,4.1965,Reference,Reference,6.2,6.2,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0037408
LC 051E 04 S316,LC 051E 04 S316,LC051E04S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,68.3,68.3,11.962,119.62,1.2197,12.197,1219.7,12197,6.83,6.83,1.1962,11.962,0.12197,1.2197,121.97,1219.7,0.325,0.325,8.26,0.826,0.051,0.051,1.3,0.13,Stainless Steel Type 316,SS316,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,4.1965,4.1965,Reference,Reference,6.2,6.2,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0037408
LC 051E 05 M,LC 051E 05 M,LC051E05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.688,0.688,17.48,1.748,0.022,0.022,0.56,0.056,73.4,73.4,12.855,128.55,1.3108,13.108,1310.78,13107.8,7.34,7.34,1.2855,12.855,0.13108,1.3108,131.078,1310.78,0.351,0.351,8.92,0.892,0.051,0.051,1.3,0.13,Music Wire,MW,25.5,25.5,113.43,11.567,11566.8,Squared and Ground,Factory Option,4.6859,4.6859,Reference,Reference,6.69,6.69,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0039608
LC 051E 05 S,LC 051E 05 S,LC051E05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.688,0.688,17.48,1.748,0.022,0.022,0.56,0.056,61.1,61.1,10.701,107.01,1.0911,10.911,1091.12,10911.2,6.11,6.11,1.0701,10.701,0.10911,1.0911,109.112,1091.12,0.351,0.351,8.92,0.892,0.051,0.051,1.3,0.13,Stainless Steel,SS,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,4.691,4.691,Reference,Reference,6.69,6.69,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0040393
LC 051E 05 S316,LC 051E 05 S316,LC051E05S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.688,0.688,17.48,1.748,0.022,0.022,0.56,0.056,61.1,61.1,10.701,107.01,1.0911,10.911,1091.12,10911.2,6.11,6.11,1.0701,10.701,0.10911,1.0911,109.112,1091.12,0.351,0.351,8.92,0.892,0.051,0.051,1.3,0.13,Stainless Steel Type 316,SS316,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,4.691,4.691,Reference,Reference,6.69,6.69,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0040393
LC 051E 06 M,LC 051E 06 M,LC051E06M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,66.2,66.2,11.594,115.94,1.1822,11.822,1182.2,11822,6.62,6.62,1.1594,11.594,0.11822,1.1822,118.22,1182.2,0.377,0.377,9.58,0.958,0.051,0.051,1.3,0.13,Music Wire,MW,25.5,25.5,113.43,11.567,11566.8,Squared and Ground,Factory Option,5.1956,5.1956,Reference,Reference,7.2,7.2,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0042627
LC 051E 06 S,LC 051E 06 S,LC051E06S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,55.2,55.2,9.667,96.67,0.9858,9.858,985.76,9857.6,5.52,5.52,0.9667,9.667,0.09858,0.9858,98.576,985.76,0.377,0.377,9.58,0.958,0.051,0.051,1.3,0.13,Stainless Steel,SS,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,5.1924,5.1924,Reference,Reference,7.19,7.19,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.004342
LC 051E 06 S316,LC 051E 06 S316,LC051E06S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,55.2,55.2,9.667,96.67,0.9858,9.858,985.76,9857.6,5.52,5.52,0.9667,9.667,0.09858,0.9858,98.576,985.76,0.377,0.377,9.58,0.958,0.051,0.051,1.3,0.13,Stainless Steel Type 316,SS316,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,5.1924,5.1924,Reference,Reference,7.19,7.19,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.004342
LC 051E 07 M,LC 051E 07 M,LC051E07M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.813,0.813,20.65,2.065,0.026,0.026,0.66,0.066,60.4,60.4,10.578,105.78,1.0786,10.786,1078.62,10786.2,6.04,6.04,1.0578,10.578,0.10786,1.0786,107.862,1078.62,0.403,0.403,10.24,1.024,0.051,0.051,1.3,0.13,Music Wire,MW,25.5,25.5,113.43,11.567,11566.8,Squared and Ground,Factory Option,5.6945,5.6945,Reference,Reference,7.69,7.69,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0045583
LC 051E 07 S,LC 051E 07 S,LC051E07S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.813,0.813,20.65,2.065,0.026,0.026,0.66,0.066,50.3,50.3,8.809,88.09,0.8983,8.983,898.26,8982.6,5.03,5.03,0.8809,8.809,0.08983,0.8983,89.826,898.26,0.403,0.403,10.24,1.024,0.051,0.051,1.3,0.13,Stainless Steel,SS,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,5.6983,5.6983,Reference,Reference,7.7,7.7,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0046474
LC 051E 07 S316,LC 051E 07 S316,LC051E07S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.813,0.813,20.65,2.065,0.026,0.026,0.66,0.066,50.3,50.3,8.809,88.09,0.8983,8.983,898.26,8982.6,5.03,5.03,0.8809,8.809,0.08983,0.8983,89.826,898.26,0.403,0.403,10.24,1.024,0.051,0.051,1.3,0.13,Stainless Steel Type 316,SS316,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,5.6983,5.6983,Reference,Reference,7.7,7.7,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0046474
LC 051E 08 M,LC 051E 08 M,LC051E08M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.028,0.028,0.71,0.071,55.5,55.5,9.72,97.2,0.9911,9.911,991.12,9911.2,5.55,5.55,0.972,9.72,0.09911,0.9911,99.112,991.12,0.43,0.43,10.92,1.092,0.051,0.051,1.3,0.13,Music Wire,MW,25.5,25.5,113.43,11.567,11566.8,Squared and Ground,Factory Option,6.1973,6.1973,Reference,Reference,8.2,8.2,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0048562
LC 051E 08 S,LC 051E 08 S,LC051E08S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.028,0.028,0.71,0.071,46.2,46.2,8.091,80.91,0.825,8.25,825.04,8250.4,4.62,4.62,0.8091,8.091,0.0825,0.825,82.504,825.04,0.43,0.43,10.92,1.092,0.051,0.051,1.3,0.13,Stainless Steel,SS,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,6.204,6.204,Reference,Reference,8.2,8.2,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0049527
LC 051E 08 S316,LC 051E 08 S316,LC051E08S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.246,0.246,6.25,0.625,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.028,0.028,0.71,0.071,46.2,46.2,8.091,80.91,0.825,8.25,825.04,8250.4,4.62,4.62,0.8091,8.091,0.0825,0.825,82.504,825.04,0.43,0.43,10.92,1.092,0.051,0.051,1.3,0.13,Stainless Steel Type 316,SS316,21.2415,21.242,94.49,9.635,9635.14,Squared and Ground,Factory Option,6.204,6.204,Reference,Reference,8.2,8.2,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.258,0.258,6.55,0.655,Reference,Reference,Reference,Reference,,0.0049527
