title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LEM080C 04 M,LEM080C 04 M,LEM080C04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,0.984,0.984,24.99,2.499,0.03,0.03,0.76,0.076,7.86,7.86,1.377,13.77,0.1404,1.404,140.4,1404,0.786,0.786,0.1377,1.377,0.01404,0.1404,14.04,140.4,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,17.2479,17.2,0.031,0.031,0.79,0.079,Standard Loops,0.73,0.73,3.247,0.3311,331.1,0.146,0.146,0.6494,0.06623,66.23,5.51,5.51,24.51,2.4993,2499.3,1.594,1.594,40.49,4.049,0.612,0.612,15.54,1.554,Factory Option,Zinc Plate and Bake per ASTM B633,0.00296,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 04 S,LEM080C 04 S,LEM080C04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,0.984,0.984,24.99,2.499,0.03,0.03,0.76,0.076,6.55,6.55,1.147,11.47,0.117,1.17,117,1170,0.655,0.655,0.1147,1.147,0.0117,0.117,11.7,117,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,17.2479,17.2,0.031,0.031,0.79,0.079,Standard Loops,0.608,0.608,2.705,0.2758,275.8,0.1216,0.1216,0.5409,0.05516,55.16,4.5898,4.5898,20.416,2.0819,2081.9,1.594,1.594,40.49,4.049,0.612,0.612,15.54,1.554,Factory Option,Passivate per ASTM A967,0.00302,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 05 M,LEM080C 05 M,LEM080C05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,1.181,1.181,30,3,0.035,0.035,0.89,0.089,5.87,5.87,1.028,10.28,0.1048,1.048,104.8,1048,0.587,0.587,0.1028,1.028,0.01048,0.1048,10.48,104.8,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,23.0951,23.1,0.031,0.031,0.79,0.079,Standard Loops,0.73,0.73,3.247,0.3311,331.1,0.146,0.146,0.6494,0.06623,66.23,5.51,5.51,24.51,2.4993,2499.3,1.991,1.991,50.57,5.057,0.809,0.809,20.55,2.055,Factory Option,Zinc Plate and Bake per ASTM B633,0.00386,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 05 S,LEM080C 05 S,LEM080C05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,1.181,1.181,30,3,0.035,0.035,0.89,0.089,4.89,4.89,0.856,8.56,0.0873,0.873,87.3,873,0.489,0.489,0.0856,0.856,0.00873,0.0873,8.73,87.3,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,23.103,23.1,0.031,0.031,0.79,0.079,Standard Loops,0.608,0.608,2.705,0.2758,275.8,0.1216,0.1216,0.5409,0.05516,55.16,4.5898,4.5898,20.416,2.0819,2081.9,1.991,1.991,50.57,5.057,0.809,0.809,20.55,2.055,Factory Option,Passivate per ASTM A967,0.00393,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 06 M,LEM080C 06 M,LEM080C06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,1.378,1.378,35,3.5,0.035,0.035,0.89,0.089,4.69,4.69,0.821,8.21,0.0838,0.838,83.8,838,0.469,0.469,0.0821,0.821,0.00838,0.0838,8.38,83.8,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,28.9058,28.9,0.031,0.031,0.79,0.079,Standard Loops,0.73,0.73,3.247,0.3311,331.1,0.146,0.146,0.6494,0.06623,66.23,5.51,5.51,24.51,2.4993,2499.3,2.398,2.398,60.91,6.091,1.006,1.006,25.55,2.555,Factory Option,Zinc Plate and Bake per ASTM B633,0.00475,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 06 S,LEM080C 06 S,LEM080C06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,1.378,1.378,35,3.5,0.035,0.035,0.89,0.089,3.91,3.91,0.685,6.85,0.0698,0.698,69.8,698,0.391,0.391,0.0685,0.685,0.00698,0.0698,6.98,69.8,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,28.8935,28.9,0.031,0.031,0.79,0.079,Standard Loops,0.608,0.608,2.705,0.2758,275.8,0.1216,0.1216,0.5409,0.05516,55.16,4.5898,4.5898,20.416,2.0819,2081.9,2.398,2.398,60.91,6.091,1.006,1.006,25.55,2.555,Factory Option,Passivate per ASTM A967,0.00484,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 07 M,LEM080C 07 M,LEM080C07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,1.575,1.575,40.01,4.001,0.04,0.04,1.02,0.102,3.9,3.9,0.683,6.83,0.0696,0.696,69.6,696,0.39,0.39,0.0683,0.683,0.00696,0.0696,6.96,69.6,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,34.7611,34.8,0.031,0.031,0.79,0.079,Standard Loops,0.73,0.73,3.247,0.3311,331.1,0.146,0.146,0.6494,0.06623,66.23,5.51,5.51,24.51,2.4993,2499.3,2.805,2.805,71.25,7.125,1.203,1.203,30.56,3.056,Factory Option,Zinc Plate and Bake per ASTM B633,0.00565,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 07 S,LEM080C 07 S,LEM080C07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,1.575,1.575,40.01,4.001,0.04,0.04,1.02,0.102,3.25,3.25,0.569,5.69,0.058,0.58,58,580,0.325,0.325,0.0569,0.569,0.0058,0.058,5.8,58,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,34.7611,34.8,0.031,0.031,0.79,0.079,Standard Loops,0.608,0.608,2.705,0.2758,275.8,0.1216,0.1216,0.5409,0.05516,55.16,4.5898,4.5898,20.416,2.0819,2081.9,2.805,2.805,71.25,7.125,1.203,1.203,30.56,3.056,Factory Option,Passivate per ASTM A967,0.00576,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 08 M,LEM080C 08 M,LEM080C08M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,1.772,1.772,45.01,4.501,0.04,0.04,1.02,0.102,3.34,3.34,0.585,5.85,0.0596,0.596,59.6,596,0.334,0.334,0.0585,0.585,0.00596,0.0596,5.96,59.6,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,40.5893,40.6,0.031,0.031,0.79,0.079,Standard Loops,0.73,0.73,3.247,0.3311,331.1,0.146,0.146,0.6494,0.06623,66.23,5.51,5.51,24.51,2.4993,2499.3,3.202,3.202,81.33,8.133,1.4,1.4,35.56,3.556,Factory Option,Zinc Plate and Bake per ASTM B633,0.00655,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 08 S,LEM080C 08 S,LEM080C08S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,1.772,1.772,45.01,4.501,0.04,0.04,1.02,0.102,2.78,2.78,0.487,4.87,0.0496,0.496,49.6,496,0.278,0.278,0.0487,0.487,0.00496,0.0496,4.96,49.6,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,40.638,40.6,0.031,0.031,0.79,0.079,Standard Loops,0.608,0.608,2.705,0.2758,275.8,0.1216,0.1216,0.5409,0.05516,55.16,4.5898,4.5898,20.416,2.0819,2081.9,3.202,3.202,81.33,8.133,1.4,1.4,35.56,3.556,Factory Option,Passivate per ASTM A967,0.00668,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 09 M,LEM080C 09 M,LEM080C09M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,1.969,1.969,50.01,5.001,0.04,0.04,1.02,0.102,2.92,2.92,0.511,5.11,0.0521,0.521,52.1,521,0.292,0.292,0.0511,0.511,0.00521,0.0521,5.21,52.1,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,46.4275,46.4,0.031,0.031,0.79,0.079,Standard Loops,0.73,0.73,3.247,0.3311,331.1,0.146,0.146,0.6494,0.06623,66.23,5.51,5.51,24.51,2.4993,2499.3,3.609,3.609,91.67,9.167,1.597,1.597,40.56,4.056,Factory Option,Zinc Plate and Bake per ASTM B633,0.00744,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 09 S,LEM080C 09 S,LEM080C09S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,1.969,1.969,50.01,5.001,0.04,0.04,1.02,0.102,2.43,2.43,0.426,4.26,0.0434,0.434,43.4,434,0.243,0.243,0.0426,0.426,0.00434,0.0434,4.34,43.4,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,46.4912,46.5,0.031,0.031,0.79,0.079,Standard Loops,0.608,0.608,2.705,0.2758,275.8,0.1216,0.1216,0.5409,0.05516,55.16,4.5898,4.5898,20.416,2.0819,2081.9,3.609,3.609,91.67,9.167,1.597,1.597,40.56,4.056,Factory Option,Passivate per ASTM A967,0.0076,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 10 M,LEM080C 10 M,LEM080C10M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,2.165,2.165,54.99,5.499,0.05,0.05,1.27,0.127,2.6,2.6,0.455,4.55,0.0464,0.464,46.4,464,0.26,0.26,0.0455,0.455,0.00464,0.0464,4.64,46.4,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,52.1417,52.1,0.031,0.031,0.79,0.079,Standard Loops,0.73,0.73,3.247,0.3311,331.1,0.146,0.146,0.6494,0.06623,66.23,5.51,5.51,24.51,2.4993,2499.3,4.005,4.005,101.73,10.173,1.793,1.793,45.54,4.554,Factory Option,Zinc Plate and Bake per ASTM B633,0.00832,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 10 S,LEM080C 10 S,LEM080C10S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,2.165,2.165,54.99,5.499,0.05,0.05,1.27,0.127,2.17,2.17,0.38,3.8,0.0388,0.388,38.8,388,0.217,0.217,0.038,0.38,0.00388,0.0388,3.88,38.8,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,52.0616,52.1,0.031,0.031,0.79,0.079,Standard Loops,0.608,0.608,2.705,0.2758,275.8,0.1216,0.1216,0.5409,0.05516,55.16,4.5898,4.5898,20.416,2.0819,2081.9,4.005,4.005,101.73,10.173,1.793,1.793,45.54,4.554,Factory Option,Passivate per ASTM A967,0.00847,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
